text
design and mechanical properties of insect cuticle ||||| since nearly all adult insects fly the cuticle has to provide a very efficient and lightweight skeleton information is available about the mechanical properties of cuticle young s modulus of resilin is about mpa of soft cuticles about kpa to mpa of sclerotised cuticles gpa vicker s hardness of sclerotised cuticle ranges between and kgf mm density is kg m and one of its components chitin nanofibres the young s modulus of which is more than gpa experiments based on fracture mechanics have not been performed although the layered structure probably provides some toughening the structural performance of wings and legs has been measured but our understanding of the importance of buckling is lacking it can stiffen the structure by elastic postbuckling in wings for example or be a failure mode we know nothing of fatigue properties yet for instance the insect wing must undergo millions of cycles flexing or buckling on each cycle the remarkable mechanical performance and efficiency of cuticle can be analysed and compared with those of other materials using material property charts and material indices presented in this paper are four young s modulus density stiffness per unit weight specific young s modulus specific strength elastic hinges elastic energy storage per unit weight toughness young s modulus fracture resistance under various loading conditions and hardness wear resistance in conjunction with a structural analysis of cuticle these charts help to understand the relevance of microstructure fibre orientation effects in tendons joints and sense organs for example and shape including surface structure of this fibrous composite for a given function with modern techniques for analysis of structure and material and emphasis on nanocomposites and self assembly insect cuticle should be the archetype for composites at all levels of scale
resolution of experimentally induced symmetrical conflicts of interest in meerkats ||||| changes in activity in animal groups are a potential source of group fragmentation if members do not coordinate themselves this coordination can become further complicated when individuals within a group face conflicts of interest we experimentally induced symmetrical conflicts of interest over which direction to choose in meerkat suricata suricatta groups we trained dominant and subordinate individuals to expect food at locations in opposite directions when the group was still at its sleeping burrow i e before the group started foraging trained individuals were more likely to initiate group departure in the direction of their rewarded location and there was no difference between dominants and subordinates in initiation rate initiation of group departure seemed to be the most important factor determining the final direction of the group as the direction chosen by the first initiator was rarely challenged we did not observe any obvious signals used to enhance recruitment during this process over the experimental days initiator identity changed suggesting that individual motivation to initiate group departure varies from day to day meerkats voluntarily avoided immediate foraging benefits to maintain cohesion with the group which probably prevented them from incurring costs associated with becoming isolated we conclude that individuals refrain from initiating group splits when conflicts of interest are low and any individual can take the lead often without the use of obvious signals other than the displacement itself
high speed microscopic imaging of flagella motility and swimming in giardia lamblia trophozoites ||||| we report in this paper several findings about the swimming and attachment mechanisms of giardia lamblia trophozoites these data were collected using a combination of a high contrast cytoviva imaging system and a particle image velocimetry camera which can capture images at speeds greater than frames s using this system we discovered that during rapid swimming of giardia trophozoites undulations of the caudal region contributed to forward propulsion combined with the beating of the flagella pairs it was also discovered in contrast to previous studies with times slower image sampling technique that the anterior and posterolateral flagella beat with a clearly defined power stroke and not symmetrical undulations during the transition from free swimming to attachment trophozoites modified their swimming behavior from a rapid rotating motion to a more stable planar swimming while using this planar swimming motion the trophozoites used the flagella for propulsion and directional control in addition to examination of the posterolateral and anterior flagella a model to describe the motion of the ventral flagella was derived indicating that the ventral flagella beat in an expanding sine wave in addition the structure of the ventrocaudal groove creates boundary conditions that determine the form of beating of the ventral flagella the results from this study indicate that giardia is able to simultaneously generate both ciliary beating and typical eukaryotic flagellar beating using different pairs of flagella
landscape scale carbon storage associated with beaver dams ||||| beaver meadows form when beaver dams promote prolonged overbank flooding and floodplain retention of sediment and organic matter extensive beaver meadows form in broad low gradient valley segments upstream from glacial terminal moraines surveyed sediment volume and total organic carbon content in beaver meadows on the eastern side of rocky mountain national park are extrapolated to create a first order approximation of landscape scale carbon storage in these meadows relative to adjacent uplands differences in total organic carbon between abandoned and active beaver meadows suggest that valley bottom carbon storage has declined substantially as beaver have disappeared and meadows have dried relict beaver meadows represent of total carbon storage within the landscape but the value was closer to when beaver actively maintained wet meadows these changes reflect the general magnitude of cumulative effects in heterotrophic respiration and organic matter oxidation associated with historical declines in beaver populations across the continent
mechanisms in failure prevention of bio materials and bio structures ||||| abstract nature is replete with examples of layered structure materials that are evolved through billions of years to provide high performance insect elytra a portion of the exoskeleton have evoked worldwide research attention and are believed to serve as fuselages and wings of natural aircraft this work focuses on the relationship between structure mechanical behavior and failure mechanisms of the elytra we report a failure mode optimization fmo mechanism that can explain elytra s mechanical behaviors we show initial evidence that this mechanism makes bio structures of low strength materials strong and ductile that can effectively resist shear forces and crack growth a bio inspired design of a joint by using the fmo mechanism has been proved by experiments to have a potential to increase the interface shear strength as high as about times the fmo mechanism which is based on the new concept of property structure synergetic coupling proposed in this work offer some thoughts to deal with the notoriously difficult problem of interface strength and to reduce catastrophic failure events
chemistry specific interfacial forces between barnacle semibalanus balanoides cyprid footprint proteins and chemically functionalised afm tips ||||| cypris larvae of the barnacle semibalanus balanoides leave proteinaceous footprints on surfaces during pre settlement exploration these footprints are considered to mediate temporary adhesion of cyprids to substrata and as such represent a crucial first step in the colonization of man made surfaces by barnacles a process known as biofouling interest in this system also stems from the potential for a synthetic reversible adhesion system based on the strategy used by cyprids cyprid footprints were probed using atomic force microscopy afm and nanomechanical data relating to interfacial adhesion forces were correlated with afm tip chemistry commercial si n tips and chemically functionalized ch tips were chosen to mimic the interactions of cyprid footprints with hydrophilic and hydrophobic surfaces respectively force extension curves of protein bundles picked up by afm tips exhibited a characteristic saw tooth appearance for both types of tip but demonstrated clear differences relating to pull off force and pull off length based on tip chemistry additional nn interfacial adhesion forces between ch functionalized tips and footprints were assigned to hydrophobic interactions footprint proteins adhered with greater tenacity to the hydrophobic tip this may suggest conformational change and denaturing of the protein which would facilitate hydrophobic interaction by enhancing contact forces between ch functionalized tips and hydrophobic groups in the footprint molecule s neither tip removed proteins from the nh substratum suggesting that specific chemical interactions rather than simple wetting phenomena govern the adhesion of footprint proteins to that surface
assembly mechanism of recombinant spider silk proteins ||||| spider silk threads are formed by the irreversible aggregation of silk proteins in a spinning duct with dimensions of only a few micrometers here we present a microfluidic device in which engineered and recombinantly produced spider dragline silk proteins eadf engineered araneus diadematus fibroin and eadf are assembled into fibers our approach allows the direct observation and identification of the essential parameters of dragline silk assembly changes in ionic conditions and ph result in aggregation of the two proteins assembly of eadf fibers was induced only in the presence of an elongational flow component strikingly eadf formed fibers only in combination with eadf on the basis of these results we propose a model for dragline silk aggregation and early steps of fiber assembly in the microscopic regime
insect metabolism preventing cyanide release from leaves ||||| organisms that produce hydrogen cyanide gas to protect themselves against predators can do so by the enzymatic breakdown of a class of compounds known as cyanogens such as cyanogenic glycosides here we show how a neotropical butterfly heliconius sara can avoid the harmful effects of the cyanogenic leaves of passiflora auriculata passion vine on which its larvae feed exclusively to our knowledge this is the first example of an insect that is able to metabolize cyanogens and thereby prevent the release of cyanide the mechanistic details of this pathway might suggest new ways to make cyanogenic crops more useful as a food source
intracellular invasion of green algae in a salamander host ||||| the association between embryos of the spotted salamander ambystoma maculatum and green algae oophila amblystomatis lamber ex printz has been considered an ectosymbiotic mutualism we show here however that this symbiosis is more intimate than previously reported a combination of imaging and algal s rdna amplification reveals algal invasion of embryonic salamander tissues and cells during development algal cells are detectable from embryonic and larval stages through chlorophyll autofluorescence and algal s rdna amplification algal cell ultrastructure indicates both degradation and putative encystment during the process of tissue and cellular invasion fewer algal cells were detected in later stage larvae through fish suggesting that the decline in autofluorescent cells is primarily due to algal cell death within the host however early embryonic egg capsules also contained encysted algal cells on the inner capsule wall and algal s rdna was amplified from adult reproductive tracts consistent with oviductal transmission of algae from one salamander generation to the next the invasion of algae into salamander host tissues and cells represents a unique association between a vertebrate and a eukaryotic alga with implications for research into cell cell recognition possible exchange of metabolites or dna and potential congruence between host and symbiont population structures
energy storage and synchronisation of hind leg movements during jumping in planthopper insects hemiptera issidae ||||| summary the hind legs of issus hemiptera issidae move in the same plane underneath the body an arrangement that means they must also move synchronously to power jumping moreover they move so quickly that energy must be stored before a jump and then released suddenly high speed imaging and analysis of the mechanics of the proximal joints of the hind legs show that mechanical mechanisms ensure both synchrony of movements and energy storage the hind trochantera move first in jumping and are synchronised to within ms synchrony is achieved by mechanical interactions between small protrusions from each trochantera which fluoresce bright blue under specific wavelengths of ultra violet light and which touch at the midline when the legs are cocked before a jump in dead issus a depression force applied to a cocked hind leg or to the tendon of its trochanteral depressor muscle causes a simultaneous depression of both hind legs the protrusion of the hind leg that moves first nudges the other hind leg so that both move synchronously contractions of the trochanteral depressor muscles that precede a jump bend the metathoracic pleural arches of the internal skeleton large areas of these bow shaped structures fluoresce bright blue in ultraviolet light and the intensity of this fluorescence depends on the ph of the bathing saline these are key signatures of the rubber like protein resilin the remainder of a pleural arch consists of stiff cuticle bending these composite structures stores energy and their recoil powers jumping
blood flow to appendages and the control of heat exchange in american alligators ||||| small american alligators g were heated and cooled from to to c in a temperature controlled wind tunnel blood flow to the limbs and tail was periodically occluded using remotely controlled occlusion cuffs when blood flow in all appendages was occluded the rate of heating was significantly reduced from that when blood flow was unrestricted the rate of cooling was not significantly affected by occlusion of blood flow in all appendages however blood flow to appendages rather than a generalized perfusion of the skin appears to be primarily responsible for the differences in the rates of heating and cooling in alligators
dynamics of leg muscle function in tammar wallabies m eugenii during level versus incline hopping ||||| summary the goal of our study was to examine whether the in vivo force length behavior work and elastic energy savings of distal muscle tendon units in the legs of tammar wallabies macropus eugenii change during level versus incline hopping to address this question we obtained measurements of muscle activation via electromyography fascicle strain via sonomicrometry and muscle tendon force via tendon buckles from the lateral gastrocnemius lg and plantaris pl muscles of tammar wallabies trained to hop on a level and an inclined deg grade treadmill at two speeds m s and m s similar patterns of muscle activation force and fascicle strain were observed under both level and incline conditions this also corresponded to similar patterns of limb timing and movement duty factor limb contact time and hopping frequency during both level and incline hopping the lg and pl exhibited patterns of fascicle stretch and shortening that yielded low levels of net fascicle strain lg level mean s e m vs incline pl level vs incline and muscle work lg level j kg muscle vs incline j kg muscle pl level j kg muscle vs incline j kg muscle consequently neither muscle significantly altered its contractile dynamics to do more work during incline hopping whereas electromyographic emg phase duration and intensity did not differ for the lg the pl exhibited shorter but more intense periods of activation together with reduced emg phase p during incline versus level hopping our results indicate that design for spring like tendon energy savings and economical muscle force generation is key for these two distal muscle tendon units of the tammar wallaby and the need to accommodate changes in work associated with level versus incline locomotion is achieved by more proximal muscles of the limb
a dinoflagellate exploits toxins to immobilize prey prior to ingestion ||||| toxins produced by the harmful algal bloom hab forming mixotrophic dinoflagellate karlodinium veneficum have long been associated with fish kills to date the perceived ecological role for toxins has been relief from grazing pressures here we demonstrate that karlotoxins also serve as a predation instrument using high speed holographic microscopy we measure the swimming behavior of several toxic and nontoxic strains of k veneficum and their prey storeatula major within dense suspensions the selected strains produce toxins with varying potency and dosages including a nontoxic one results clearly show that mixing the prey with the predatory toxic strains causes prey immobilization at rates that are consistent with the karlotoxins potency and dosage even prey cells that continue swimming slow down after exposure to toxic predators the swimming characteristics of predators vary substantially in pure suspensions as quantified by their velocity radii of helical trajectories and direction of helical rotation when mixed with prey all toxic strains that are involved in predation slow down furthermore they substantially reduced their predominantly vertical migration presumably to remain in the vicinity of their prey conversely the nontoxic control strain does not alter its swimming and does not affect prey behavior in separate experiments we show that exposing prey to exogenous toxins also causes prey immobilization at rates consistent with potency clearly the toxic predatory strains use karlotoxins as a means of stunning their prey before ingesting it these findings add a substantiated critical understanding for why some hab species produce such complex toxin molecules
fighting toxic copper in a bacterial pathogen ||||| a copper responsive transcriptional repressor with an unusual dna binding fold has been identified that represents the founding member of an extensive new family of bacterial transcriptional regulators
elastic response of the resurrection fern polypodium polypodioides during rehydration ||||| the resurrection fern polypodium polypodioides has a remarkable elastic reponse where the fast water uptake of the fern upon rehydration is accompanied by a significant reduction in its young s modulus in this letter we discuss the fern s elastic response and suggest that by mimicking its structure one should be able to design materials exhibiting interesting elastic behavior
deconstruction for reconstruction the role of proteolysis in neural plasticity and disease ||||| the brain changes in response to experience and altered environment this neural plasticity is largely mediated by morphological and functional modification of synapses a process that depends on both synthesis and degradation of proteins it is now clear that regulated proteolysis plays a critical role in the remodeling of synapses learning and memory and neurodevelopment here we highlight the mechanisms and functions of proteolysis in synaptic plasticity and discuss its alteration in disease states
seasonal adjustment of solar heat gain independent of coat coloration in a desert mammal ||||| despite the apparent importance of solar radiation as a source of heat for free living animals there exists no substantial body of empirical data describing physiological responses to solar radiation under the range of convective conditions likely to occur in nature we therefore quantified effects of simulated solar radiation and wind on metabolic heat production in the rock squirrel spermophilus variegatus this diurnal mammal inhabits the sonoran desert and seasonally replaces its pelage in a fashion in which it retains constant external appearance but incorporates optical and structural changes that are thought to significantly alter heat transfer properties of the coat at a given wind speed the presence of w m of simulated solar radiation reduces metabolic heat production by at a wind speed of m s to at a wind speed of m s independent of effects of irradiance metabolic heat production significantly increases with wind speed such that as wind speed is increased from m s to m s metabolic heat production is elevated by sunlight absent or sunlight present previous analyses demonstrated that when exposed to identical radiative and convective environments rock squirrels with summer pelages accrue solar heat loads lower than those experienced by animals with winter coats this reduction of solar heat gain during the extremely hot sonoran desert summer apparently constitutes a previously unappreciated mode of thermal adaptation by seasonal adjustment of radiative heat gain without changes in the animal s appearance
why the seahorse tail is square ||||| the curious tale of the square tail appendages in animals are typically round but the seahorse tail has a square cross section porter et al hypothesize that this shape provides better functionality and strength than a round cross section see the perspective by ashley ross three dimensional printed models show that square cross section shapes behave more advantageously when subjected to compressive forces by allowing greater deformation without damage and accommodating twisting deformations square appendages passively return to their original configurations the added flexibility of the square cross section enhances the tail s ability to grasp objects science this issue science aaa see also p d printed models show that square profile seahorse tails have better crush resistance and grasping ability than do circular ones also see perspective by ashley ross introduction although the predominant shapes of most animal tails are cylindrical seahorse tails are square prisms the skeleton of their tails consists of a bony armor arranged into several ringlike segments composed of four l shaped plates that surround a central vertebra these plates articulate with specialized joints that facilitate bending and twisting as well as resist vertebral fracture from crushing muscles attached to the vertebral column transmit forces to the bony plates to provide motion for grasping and holding on to objects such as sea grasses mangrove roots and coral reefs which allows them to hide and rely on camouflage when evading predators and capturing prey rationale we hypothesize that the square cross sectional architecture of a seahorse tail improves mechanical performance in prehension grasping ability and armored functions crushing resistance relative to a cylindrical one to test this hypothesis we evaluated the mechanics of two three dimensional d printed prototypes composed of articulating plates and vertebrae that mimic the natural square prism and a hypothetical cylindrical tail structure we compared the bending twisting and compressive behavior of the biomimetic prototypes to show that the square profile is better than the circular one for two integrated functions grasping ability and crushing resistance results seahorse tails and the prototypes have three primary joints that enable motion ball and socket peg and socket and gliding the ball and socket joints connect adjacent vertebrae and constrain bending in both the square and cylindrical prototypes to the same degree exhibiting a behavior similar to that of a natural seahorse tail the peg and socket joints connect the plates of adjacent segments and substantially restrict twisting in the prototype with a square profile as compared with the circular one the square geometry limits excessive torsion and preserves articulatory organization which could provide seahorses a natural safety factor against torsion induced damage and assist in tail relaxation further the square architecture is flat increasing surface contact and undergoes an exterior shape change when twisted which could allow seahorses to grasp objects with more control gliding joints are present at the plate overlaps along all four sides of both prototypes under transverse compression and impact with a rubber mallet the plates of the square prototype slide past one another with one degree of translation freedom analogous to the crushing behavior of a natural seahorse tail exhibiting a response that is stiffer stronger and more resilient than its cylindrical counterpart whose plates translate and rotate on impact conclusion exploration of these biologically inspired designs provides insight into the mechanical benefits for seahorses to have evolved prehensile tails composed of armored plates organized into square prisms beyond their intended practical applications engineering designs are convenient means to answer elusive biological questions when live animal data are unavailable for example seahorses do not have cylindrical tails understanding the role of mechanics in these prototypes may help engineers to develop future seahorse inspired technologies that mimic the prehensile and armored functions of the natural appendage for a variety of applications in robotics defense systems or biomedicine engineering designs answer biological questions d printed models that mimic a seahorse tail were designed not only for potential engineering applications but also to answer the biological question why might tails organized into square prisms be better than cylinders a mechanical comparison of the prototypes shows that articulated square prisms perform better than do cylinders for grasping and resistance to crushing whereas the predominant shapes of most animal tails are cylindrical seahorse tails are square prisms seahorses use their tails as flexible grasping appendages in spite of a rigid bony armor that fully encases their bodies we explore the mechanics of two three dimensional printed models that mimic either the natural square prism or hypothetical cylindrical architecture of a seahorse tail to uncover whether or not the square geometry provides any functional advantages our results show that the square prism is more resilient when crushed and provides a mechanism for preserving articulatory organization upon extensive bending and twisting as compared with its cylindrical counterpart thus the square architecture is better than the circular one in the context of two integrated functions grasping ability and crushing resistance
the function of the sawfish s saw ||||| summary jawed fishes that possess an elongated rostrum use it to either sense prey or to manipulate it but not for both the billfish rostrum for instance lacks any sensory function and is used to stun prey while paddlefishes use their rostrum to detect and orient towards electric fields of plankton sturgeons search through the substrate with their electroreceptive rostrum and engulf prey by oral suction here we show that juvenile freshwater sawfish pristis microdon are active predators that use their toothed rostrum the saw to both sense prey simulating electric fields and capture prey prey encountered in the water column is attacked with lateral swipes of the saw that can stun and or impale it we compare sawfish to shovelnose rays which share a common shovelnose ray like ancestor and lack a saw
molecular basis of infrared detection by snakes ||||| snakes possess a unique sensory system for detecting infrared radiation enabling them to generate a thermal image of predators or prey infrared signals are initially received by the pit organ a highly specialized facial structure that is innervated by nerve fibres of the somatosensory system how this organ detects and transduces infrared signals into nerve impulses is not known here we use an unbiased transcriptional profiling approach to identify trpa channels as infrared receptors on sensory nerve fibres that innervate the pit organ trpa orthologues from pit bearing snakes vipers pythons and boas are the most heat sensitive vertebrate ion channels thus far identified consistent with their role as primary transducers of infrared stimuli thus snakes detect infrared signals through a mechanism involving radiant heating of the pit organ rather than photochemical transduction these findings illustrate the broad evolutionary tuning of transient receptor potential trp channels as thermosensors in the vertebrate nervous system
cold adapted tubulins in the glacier ice worm mesenchytraeus solifugus ||||| glacier ice worms mesenchytraeus solifugus and related species are the only known annelids that survive obligately in glacier ice and snow one fundamental component of cold temperature adaptation is the ability to polymerize tubulin which typically depolymerizes at low physiological temperatures e g degrees c in most temperate species in this study we isolated two alpha tubulin msalpha msalpha and two beta tubulin msbeta msbeta subunits from an ice worm cdna library and compared their predicted amino acid sequences with homologues from other cold adapted organisms e g antarctic fish ciliate in an effort to identify species specific amino acid substitutions that contribute to cold temperature dependent tubulin polymerization our comparisons and predicted protein structures suggest that ice worm specific amino acid substitutions stabilize lateral contact associations particularly between beta tubulin protofilaments but these substitutions occur at different positions in comparison with other cold adapted tubulins the ice worm tubulin gene family appears relatively small comprising one primary alpha and one primary beta tubulin monomers though minor isoforms and pseudogenes were identified our analyses suggest that variation occurs in the strategies i e species specific amino acid substitutions gene number by which cold adapted taxa have evolved the ability to polymerize tubulin at low physiological temperatures
evidence for an elastic projection mechanism in the chameleon tongue ||||| to capture prey chameleons ballistically project their tongues as far as body lengths with accelerations of up to m s at the core of a chameleon s tongue is a cylindrical tongue skeleton surrounded by the accelerator muscle previously the cylindrical accelerator muscle was assumed to power tongue projection directly during the actual fast projection of the tongue however high speed recordings of chamaeleo melleri and c pardalis reveal that peak powers of w kg are necessary to generate the observed accelerations which exceed the accelerator muscle s capacity by at least five to fold extrinsic structures might power projection via the tongue skeleton high speed fluoroscopy suggests that they contribute less than of the required peak instantaneous power thus the projection power must be generated predominantly within the tongue and an energy storage and release mechanism must be at work the key structure in the projection mechanism is probably a cylindrical connective tissue layer which surrounds the entoglossal process and was previously suggested to act as lubricating tissue this tissue layer comprises at least sheaths that envelop the entoglossal process the outer portion connects anteriorly to the accelerator muscle and the inner portion to the retractor structures the sheaths contain helical arrays of collagen fibres prior to projection the sheaths are longitudinally loaded by the combined radial contraction and hydrostatic lengthening of the accelerator muscle at an estimated mean power of w kg in c melleri tongue projection is triggered as the accelerator muscle and the loaded portions of the sheaths start to slide over the tip of the entoglossal process the springs relax radially while pushing off the rounded tip of the entoglossal process making the elastic energy stored in the helical fibres available for a simultaneous forward acceleration of the tongue pad accelerator muscle and retractor structures the energy release continues as the multilayered spring slides over the tip of the smooth and lubricated entoglossal process this sliding spring theory predicts that the sheaths deliver most of the instantaneous power required for tongue projection the release power of the sliding tubular springs exceeds the work rate of the accelerator muscle by at least a factor of because the elastic energy release occurs much faster than the loading process thus we have identified a unique catapult mechanism that is very different from standard engineering designs our morphological and kinematic observations as well as the available literature data are consistent with the proposed mechanism of tongue projection although experimental tests of the sheath strain and the lubrication of the entoglossal process are currently beyond our technical scope
structure and dynamics of cross linked actin networks ||||| the actin cytoskeleton a network of protein polymers is responsible for the mechanical stability of cells this biopolymer network is also crucial for processes that require spatial and temporal variations in the network structure such as cell migration division and intracellular transport the cytoskeleton therefore has to combine structural integrity and mechanical stability with the possibility of fast and efficient network reorganization and restructuring cells meet this challenge by using proteins to link filamentous actin f actin and construct complex networks the molecular properties of the cross linking proteins determine to a large extent the micro structure viscoelastic properties and dynamics of the resulting networks this review focuses on the structural polymorphism that can be induced by cross linking proteins in reconstituted f actin networks and summarizes recent results on how the molecular properties of cross linking proteins dictate the ensuing viscoelastic properties
circadian regulation of bioluminescence in the prey luring glowworm arachnocampa flava ||||| the glowworms of new zealand and australia are bioluminescent fly larvae that generate light to attract prey into their webs some species inhabit the constant darkness of caves as well as the dim natural photophase of rain forests given the diversity of light regimens experienced by glowworms in their natural environment true circadian rhythmicity of light output could be present consequently the light emission characteristics of the australian subtropical species arachnocampa flava both in their natural rainforest habitat and in artificial conditions in the laboratory were established larvae were taken from rainforest and kept alive in individual containers when placed in constant darkness dd in the laboratory they maintained free running cyclical light output for at least days indicating that light output is regulated by an endogenous rhythm the characteristics of the light emission changed in dd individuals showed an increase in the time spent glowing per day and a reduction in the maximum light output most individuals show a free running period greater than h manipulation of the photophase and exposure to skeleton photoperiods showed that light acts as both a masking and an entraining agent and suggests that the underlying circadian rhythm is sinusoidal in the absence of light based masking manipulation of thermoperiod in dd showed that temperature cycles are an alternative entraining agent exposure to a period of daily feeding in dd failed to entrain the rhythm in the laboratory the endogenous regulation of luminescence poses questions about periodicity and synchronization of bioluminescence in cave glowworms
passive propulsion in vortex wakes ||||| a dead fish is propelled upstream when its flexible body resonates with oncoming vortices formed in the wake of a bluff cylinder despite being well outside the suction region of the cylinder within this passive propulsion mode the body of the fish extracts sufficient energy from the oncoming vortices to develop thrust to overcome its own drag in a similar turbulent wake and at roughly the same distance behind a bluff cylinder a passively mounted high aspect ratio foil is also shown to propel itself upstream employing a similar flow energy extraction mechanism in this case mechanical energy is extracted from the flow at the same time that thrust is produced these results prove experimentally that under proper conditions a body can follow at a distance or even catch up to another upstream body without expending any energy of its own this observation is also significant in the development of low drag energy harvesting devices and in the energetics of fish dwelling in flowing water and swimming behind wake forming obstacles
a unique resource mutualism between the giant bornean pitcher plant nepenthes rajah and members of a small mammal community ||||| the carnivorous pitcher plant genus nepenthes grows in nutrient deficient substrates and produce jug shaped leaf organs pitchers that trap arthropods as a source of n and p a number of bornean nepenthes demonstrate novel nutrient acquisition strategies notably three giant montane species are engaged in a mutualistic association with the mountain treeshrew tupaia montana in which the treeshrew defecates into the pitchers while visiting them to feed on nectar secretions on the pitchers lids although the basis of this resource mutualism has been elucidated many aspects are yet to be investigated we sought to provide insights into the value of the mutualism to each participant during initial observations we discovered that the summit rat r baluensis also feeds on sugary exudates of n rajah pitchers and defecates into them and that this behavior appears to be habitual the scope of the study was therefore expanded to assess to what degree n rajah interacts with the small mammal community we found that both t montana and r baluensis are engaged in a mutualistic interaction with n rajah t montana visit pitchers more frequently than r baluensis but daily scat deposition rates within pitchers do not differ suggesting that the mutualistic relationships are of a similar strength this study is the first to demonstrate that a mutualism exists between a carnivorous plant species and multiple members of a small mammal community further the newly discovered mutualism between r baluensis and n rajah represents only the second ever example of a multidirectional resource based mutualism between a mammal and a carnivorous plant
evolution of restraint in a structured rock paper scissors community ||||| it is not immediately clear how costly behavior that benefits others evolves by natural selection by saving on inherent costs individuals that do not contribute socially have a selective advantage over altruists if both types receive equal benefits restrained consumption of a common resource is a form of altruism the cost of this kind of prudent behavior is that restrained individuals give up resources to less restrained individuals the benefit of restraint is that better resource management may prolong the persistence of the group one way to dodge the problem of defection is for altruists to interact disproportionately with other altruists with limited dispersal restrained individuals persist because of interaction with like types whereas it is the unrestrained individuals that must face the negative long term consequences of their rapacity here we study the evolution of restraint in a community of three competitors exhibiting a nontransitive rock paper scissors relationship the nontransitivity ensures a form of negative feedback whereby improvement in growth of one competitor has the counterintuitive consequence of lowering the density of that improved player this negative feedback generates detrimental long term consequences for unrestrained growth using both computer simulations and evolution experiments with a nontransitive community of escherichia coli we find that restrained growth can evolve under conditions of limited dispersal in which negative feedback is present this research thus highlights a set of ecological conditions sufficient for the evolution of one form of altruism
insects had it first surfactants as a defence against predators ||||| insects have evolved an astonishing array of defences to ward off enemies well known and widespread is the regurgitation of oral secretion os fluid that repels attacking predators in herbivores the effectiveness of os has been ascribed so far to the presence of deterrent secondary metabolites sequestered from the host plant this notion implies however that generalists experience less protection on plants with low amounts of secondary metabolites or with compounds ineffective against potential enemies resolving the dilemma we describe a novel defence mechanism that is independent of deterrents as it relies on the intrinsic detergent properties of the os the os of spodoptera exigua and other species was found to be highly amphiphilic and well capable of wetting the hydrophobic cuticle of predatory ants as a result affected ants stopped attacking and engaged in extensive cleansing the presence of surfactants was sufficient to explain the defensive character of herbivore os we hypothesize that detergency is a common but unrecognized mode of defence which provides a base level of protection that may or may not be further enhanced by plant derived deterrents our study also proves that insects invented the use of defensive surfactants long before modern agriculture had started applying them as insecticides
neurophysiology sensing temperature without ion channels ||||| mammals use cold sensitive ion channels to translate information about the temperature of their surroundings into electrical signals that are taken up by thermoreceptor nerve cells here i investigate the thermoelectric properties of an extracellular gel removed from the electrosensors of sharks and show that it develops significant voltages in response to tiny temperature gradients this bulk property of the gel indicates that temperature can be translated into electrical information without the need for ion channels a sensitivity that may help sharks to locate thermal fronts as feeding areas
how kelp produce blade shapes suited to different flow regimes a new wrinkle ||||| many species of macroalgae have flat strap like blades in habitats exposed to rapidly flowing water but have wide ruffled undulate blades at protected sites we used the giant bull kelp nereocystis luetkeana to investigate how these ecomorphological differences are produced the undulate blades of n luetkeana from sites with low flow remain spread out and flutter erratically in moving water thereby not only enhancing interception of light but also increasing drag in contrast strap like blades of kelp from habitats with rapid flow collapse into streamlined bundles and flutter at low amplitude in flowing water thus reducing both drag and interception of light transplant experiments in the field revealed that shape of the blade in n luetkeana is a plastic trait laboratory experiments in which growing blades from different sites were subjected to tensile forces that mimicked the hydrodynamic drag experienced by blades in different flow regimes showed that change in shape is induced by mechanical stress during growth experiments in the field and laboratory we mapped the spatial distribution of growth in both undulate and strap like blades to determine how these different morphologies were produced the highest growth rates occur near the proximal ends of n luetkeana blades of both morphologies but the rates of transverse growth of narrow strap like blades are lower than those of wide undulate blades if rates of longitudinal growth at the edges of a blade exceed the rate of longitudinal growth along the midline of the blade ruffles along the edges of the blade are produced by elastic buckling in contrast flat blades are produced when rates of longitudinal growth are similar across the width of a blade because ruffles are the result of elastic buckling a compliant undulate n luetkeana blade can easily be pushed into different configurations e g the wavelengths of the ruffles along the edges of the blade can change and the whole blade can twist into left and right handed helicoidal shapes which may enhance movements of the blade in flowing water that reduce self shading and increase mass exchange along blade surfaces
photoperiodic adjustments in immune function protect siberian hamsters from lethal endotoxemia ||||| seasonal changes in day length enhance or suppress components of immune function in individuals of several mammalian species siberian hamsters phodopus sungorus exhibit multiple changes in neuroendocrine reproductive and immune function after exposure to short days the manner in which these changes are integrated into the host response to pathogens is not well understood the present experiments tested the hypothesis that short day changes in immune function alter the pathogenesis of septic shock and survival after challenge with endotoxin male and female siberian hamsters raised in long day photoperiods were transferred as adults to short days or remained in their natal photoperiod six to weeks later hamsters were injected i p with or mg kg bacterial lipopolysaccharide lps the biologically active constituent of endotoxin and survival was monitored for h short days significantly improved survival of male hamsters treated with or mg kg lps and improved survival in females treated with mg kg lps transfer from long to short days shifted the ld in males by approximately from to mg kg and in females from to mg kg b long day females were more resistant than were males to lethal endotoxemia in vitro production of the proinflammatory cytokine tnfa in response to lps stimulation was significantly lower in macrophages extracted from short day relative to long day hamsters as were circulating concentrations of tnfa in vivo after i p administration of lps suggesting that diminished cytokine responses to lps in short days may mitigate the lethality of endotoxemia adaptation to short days induces changes in immune parameters that affect survival in the face of immune challenges
