text,text_raw
evolutionary diverse chlamydomonas reinhardtii old yellow enzymes reveal distinctive catalytic properties and potential for whole cell biotransformations ||||| abstract old yellow enzymes oyes selectively reduce carbon carbon double bonds of a broad range of substrates with excellent stereoselectivity current challenges of their application in bio based industrial processes are the cost efficient regeneration of the nicotinamide co substrate and expanding the range of industrially relevant substrates microalgae represent a rich and mostly untapped source for oyes with novel catalytic properties and are promising whole cell factories that regenerate nicotinamide by photosynthesis by comparative phylogenetics we identified putative oyes in eleven algal species three recombinant oyes from the unicellular green alga chlamydomonas reinhardtii croyes reveal diverse biocatalytic properties and potential for enzyme optimization high substrate conversion activities of living algal wild type and mutant cells linked the biocatalytic profiles to in vivo functionality and demonstrate the potential of microalgae as sources for distinctive oye activities and for light driven biotransformations,"Evolutionary diverse Chlamydomonas reinhardtii Old Yellow Enzymes reveal distinctive catalytic properties and potential for whole-cell biotransformations. Abstract Old Yellow Enzymes (OYEs) selectively reduce carbon‑carbon double bonds of a broad range of substrates with excellent stereoselectivity. Current challenges of their application in bio-based industrial processes are the cost-efficient regeneration of the nicotinamide co-substrate and expanding the range of industrially relevant substrates. Microalgae represent a rich and mostly untapped source for OYEs with novel catalytic properties and are promising whole-cell factories that regenerate nicotinamide by photosynthesis. By comparative phylogenetics, we identified 20 putative OYEs in eleven algal species. Three recombinant OYEs from the unicellular green alga Chlamydomonas reinhardtii (CrOYEs) reveal diverse biocatalytic properties and potential for enzyme optimization. High substrate conversion activities of living algal wild type and mutant cells linked the biocatalytic profiles to in vivo functionality and demonstrate the potential of microalgae as sources for distinctive OYE activities and for light-driven biotransformations."
life under quartz hypolithic mosses in the mojave desert ||||| several species of dryland cyanobacteria are known to occur as hypoliths under semi translucent rocks in the mojave desert these organisms find refuge from intense solar radiation under milky quartz where moisture persists for a longer period of time than in adjacent soil surface habitat desert mosses which are extremely desiccation tolerant can also occur in these hypolithic spaces though little is known about this unique moss microhabitat and how species composition compares to that of adjacent soil surface communities to address this question we deployed microclimate dataloggers and collected moss samples from under and adjacent to milky quartz rocks quartz mean center thickness mm in a western high elevation mojave desert site light transmission through mojave quartz rocks may be as low as and data from microclimate loggers deployed for five months support the hypothesis that quartz provides thermal buffering and higher relative humidity compared to the soil surface of the samples collected from hypolith and surface microhabitats were syntrichia caninervis the dominant bryophyte of the mojave desert biological soil crust tortula inermis accounted for of the samples and were bryum argenteum in a comparison of moss community composition we found that s caninervis was more likely to be on the soil surface though it was abundant in both microhabitats while t inermis was more restricted to hypoliths perhaps due to protection from temperature extremes in our study site the differences between hypolithic and surface microhabitats enable niche partitioning between t inermis and s caninervis enhancing alpha diversity this work points to the need to thoroughly consider microhabitats when assessing bryophyte species diversity and modelling species distributions this focus is particularly important in extreme environments where mosses may find refuge from the prevailing macroclimatic conditions in microhabitats such as hypoliths,"Life under quartz: Hypolithic mosses in the Mojave Desert. Several species of dryland cyanobacteria are known to occur as hypoliths under semi-translucent rocks. In the Mojave Desert, these organisms find refuge from intense solar radiation under milky quartz where moisture persists for a longer period of time than in adjacent soil surface habitat. Desert mosses, which are extremely desiccation-tolerant, can also occur in these hypolithic spaces, though little is known about this unique moss microhabitat and how species composition compares to that of adjacent soil surface communities. To address this question, we deployed microclimate dataloggers and collected moss samples from under and adjacent to 18 milky quartz rocks (quartz mean center thickness 26 ± 15 mm) in a western high elevation Mojave Desert site. Light transmission through Mojave quartz rocks may be as low as 1.2%, and data from microclimate loggers deployed for five months support the hypothesis that quartz provides thermal buffering and higher relative humidity compared to the soil surface. Of the 53 samples collected from hypolith and surface microhabitats, 68% were Syntrichia caninervis, the dominant bryophyte of the Mojave Desert biological soil crust. Tortula inermis accounted for 28% of the samples and 4% were Bryum argenteum. In a comparison of moss community composition, we found that S. caninervis was more likely to be on the soil surface, though it was abundant in both microhabitats, while T. inermis was more restricted to hypoliths, perhaps due to protection from temperature extremes. In our study site, the differences between hypolithic and surface microhabitats enable niche partitioning between T. inermis and S. caninervis, enhancing alpha diversity. This work points to the need to thoroughly consider microhabitats when assessing bryophyte species diversity and modelling species distributions. This focus is particularly important in extreme environments, where mosses may find refuge from the prevailing macroclimatic conditions in microhabitats such as hypoliths."
exact spatiotemporal dynamics of confined lattice random walks in arbitrary dimensions a century after smoluchowski and polya ||||| an exact solution to the discrete diffusion equation allows for accurate predictions of how the probabilities of reaction diffusion processes evolve over time,Exact Spatiotemporal Dynamics of Confined Lattice Random Walks in Arbitrary Dimensions: A Century after Smoluchowski and Pólya. An exact solution to the discrete diffusion equation allows for accurate predictions of how the probabilities of reaction diffusion processes evolve over time.
chromatic neuronal jamming in a primitive brain ||||| jamming models developed in inanimate matter have been widely used to describe cell packing in tissues but predominantly neglect cell diversity despite its prevalence in biology most tissues animal brains in particular comprise a mix of many cell types with mounting evidence suggesting that neurons can recognize their respective types as they organize in space how cell diversity revises the current jamming paradigm is unknown here in the brain of the flatworm planarian schmidtea mediterranea which exhibits remarkable tissue plasticity within a simple quantifiable nervous system we identify a distinct packing state chromatic jamming combining experiments with computational modelling we show that neurons of distinct types form independent percolating networks barring any physical contact this jammed state emerges as cell packing configurations become constrained by cell type specific interactions and therefore may extend to describe cell packing in similarly complex tissues composed of multiple cell types an imaging study of planarian flatworm brains demonstrates that densely packed neural tissues seem to have packing configurations commensurate with a jammed state,"Chromatic neuronal jamming in a primitive brain. Jamming models developed in inanimate matter have been widely used to describe cell packing in tissues 1 – 7 , but predominantly neglect cell diversity, despite its prevalence in biology. Most tissues, animal brains in particular, comprise a mix of many cell types, with mounting evidence suggesting that neurons can recognize their respective types as they organize in space 8 – 11 . How cell diversity revises the current jamming paradigm is unknown. Here, in the brain of the flatworm planarian Schmidtea mediterranea , which exhibits remarkable tissue plasticity within a simple, quantifiable nervous system 12 – 16 , we identify a distinct packing state, ‘chromatic’ jamming. Combining experiments with computational modelling, we show that neurons of distinct types form independent percolating networks barring any physical contact. This jammed state emerges as cell packing configurations become constrained by cell type-specific interactions and therefore may extend to describe cell packing in similarly complex tissues composed of multiple cell types. An imaging study of planarian flatworm brains demonstrates that densely packed neural tissues seem to have packing configurations commensurate with a jammed state."
a dynamic broadband reflector built from microscopic silica spheres in the disco clam ctenoides ales ||||| the disco or electric clam ctenoides ales limidae is the only species of bivalve known to have a behaviourally mediated photic display this display is so vivid that it has been repeatedly confused for bioluminescence but it is actually the result of scattered light the flashing occurs on the mantle lip where electron microscopy revealed two distinct tissue sides one highly scattering side that contains dense aggregations of spheres composed of silica and one highly absorbing side that does not high speed video confirmed that the two sides act in concert to alternate between vivid broadband reflectance and strong absorption in the blue region of the spectrum optical modelling suggests that the diameter of the spheres is nearly optimal for scattering visible light especially at shorter wavelengths which predominate in their environment this simple mechanism produces a striking optical effect that may function as a signal,"A dynamic broadband reflector built from microscopic silica spheres in the ‘disco’ clam Ctenoides ales. The ‘disco’ or ‘electric’ clam Ctenoides ales (Limidae) is the only species of bivalve known to have a behaviourally mediated photic display. This display is so vivid that it has been repeatedly confused for bioluminescence, but it is actually the result of scattered light. The flashing occurs on the mantle lip, where electron microscopy revealed two distinct tissue sides: one highly scattering side that contains dense aggregations of spheres composed of silica, and one highly absorbing side that does not. High-speed video confirmed that the two sides act in concert to alternate between vivid broadband reflectance and strong absorption in the blue region of the spectrum. Optical modelling suggests that the diameter of the spheres is nearly optimal for scattering visible light, especially at shorter wavelengths which predominate in their environment. This simple mechanism produces a striking optical effect that may function as a signal."
a clerodane diterpene from callicarpa americana resensitizes methicillin resistant staphylococcus aureus to ss lactam antibiotics ||||| the rise of antibiotic resistance presents a significant healthcare challenge and precludes the use of many otherwise valuable antibiotics one potential solution to this problem is the use of antibiotics in combination with resistance modifying agents compounds that act synergistically with existing antibiotics to resensitize previously resistant bacteria in this study s x dihydroxycleroda dien olide a clerodane diterpene isolated from the medicinal plant callicarpa americana was found to synergize with oxacillin against methicillin resistant staphylococcus aureus this synergy was confirmed by checkerboard fici and time kill assays with a sub inhibitory dose of s x dihydroxycleroda dien olide causing the effective concentration of oxacillin to fall below the susceptibility breakpoint for s aureus a fold decrease in both cases,"A Clerodane Diterpene from Callicarpa americana Resensitizes Methicillin-Resistant Staphylococcus aureus to ß-Lactam Antibiotics.. The rise of antibiotic resistance presents a significant healthcare challenge and precludes the use of many otherwise valuable antibiotics. One potential solution to this problem is the use of antibiotics in combination with resistance-modifying agents, compounds that act synergistically with existing antibiotics to resensitize previously resistant bacteria. In this study, 12(S),16ξ-dihydroxycleroda-3,13-dien-15,16-olide, a clerodane diterpene isolated from the medicinal plant Callicarpa americana, was found to synergize with oxacillin against methicillin-resistant Staphylococcus aureus. This synergy was confirmed by checkerboard (FICI = 0.125) and time-kill assays, with a sub-inhibitory dose of 12(S),16ξ-dihydroxycleroda-3,13-dien-15,16-olide causing the effective concentration of oxacillin to fall below the susceptibility breakpoint for S. aureus, a > 32-fold decrease in both cases."
fires prime terrestrial organic carbon for riverine export to the global oceans ||||| black carbon bc is a recalcitrant form of organic carbon oc produced by landscape fires bc is an important component of the global carbon cycle because compared to unburned biogenic oc it is selectively conserved in terrestrial and oceanic pools here we show that the dissolved bc dbc content of dissolved oc doc is twice greater in major sub tropical and high latitude rivers than in major temperate rivers with further significant differences between biomes we estimate that rivers export tg dbc year globally and that including particulate bc fluxes total riverine export amounts to tg bc year of the oc flux while rivers export of the oc sequestered by terrestrial vegetation our estimates suggest that of the bc produced by landscape fires has an oceanic fate biogeochemical models require modification to account for the unique dynamics of bc and to predict the response of recalcitrant oc export to changing environmental conditions black carbon is a recalcitrant and unique form of organic carbon formed from incomplete combustion here the authors use global sampling to reduce uncertainty in the flux of terrestrial black carbon to the oceans predicting that of black carbon produced by fires has an oceanic fate,"Fires prime terrestrial organic carbon for riverine export to the global oceans. Black carbon (BC) is a recalcitrant form of organic carbon (OC) produced by landscape fires. BC is an important component of the global carbon cycle because, compared to unburned biogenic OC, it is selectively conserved in terrestrial and oceanic pools. Here we show that the dissolved BC (DBC) content of dissolved OC (DOC) is twice greater in major (sub)tropical and high-latitude rivers than in major temperate rivers, with further significant differences between biomes. We estimate that rivers export 18 ± 4 Tg DBC year −1 globally and that, including particulate BC fluxes, total riverine export amounts to 43 ± 15 Tg BC year −1 (12 ± 5% of the OC flux). While rivers export ~1% of the OC sequestered by terrestrial vegetation, our estimates suggest that 34 ± 26% of the BC produced by landscape fires has an oceanic fate. Biogeochemical models require modification to account for the unique dynamics of BC and to predict the response of recalcitrant OC export to changing environmental conditions. Black carbon is a recalcitrant and unique form of organic carbon formed from incomplete combustion. Here the authors use global sampling to reduce uncertainty in the flux of terrestrial black carbon to the oceans, predicting that 34% of black carbon produced by fires has an oceanic fate."
ice nucleating bacteria control the order and dynamics of interfacial water ||||| specialized bacteria trigger ice formation by controlling the molecular structure and energy transfer in interfacial water ice nucleating organisms play important roles in the environment with their ability to induce ice formation at temperatures just below the ice melting point bacteria such as pseudomonas syringae attack plants through frost damage using specialized ice nucleating proteins besides the impact on agriculture and microbial ecology airborne p syringae can affect atmospheric glaciation processes with consequences for cloud evolution precipitation and climate biogenic ice nucleation is also relevant for artificial snow production and for biomimetic materials for controlled interfacial freezing we use interface specific sum frequency generation sfg spectroscopy to show that hydrogen bonding at the water bacteria contact imposes structural ordering on the adjacent water network experimental sfg data and molecular dynamics simulations demonstrate that ice active sites within p syringae feature unique hydrophilic hydrophobic patterns to enhance ice nucleation the freezing transition is further facilitated by the highly effective removal of latent heat from the nucleation site as apparent from time resolved sfg spectroscopy,"Ice-nucleating bacteria control the order and dynamics of interfacial water. Specialized bacteria trigger ice formation by controlling the molecular structure and energy transfer in interfacial water. Ice-nucleating organisms play important roles in the environment. With their ability to induce ice formation at temperatures just below the ice melting point, bacteria such as Pseudomonas syringae attack plants through frost damage using specialized ice-nucleating proteins. Besides the impact on agriculture and microbial ecology, airborne P. syringae can affect atmospheric glaciation processes, with consequences for cloud evolution, precipitation, and climate. Biogenic ice nucleation is also relevant for artificial snow production and for biomimetic materials for controlled interfacial freezing. We use interface-specific sum frequency generation (SFG) spectroscopy to show that hydrogen bonding at the water-bacteria contact imposes structural ordering on the adjacent water network. Experimental SFG data and molecular dynamics simulations demonstrate that ice-active sites within P. syringae feature unique hydrophilic-hydrophobic patterns to enhance ice nucleation. The freezing transition is further facilitated by the highly effective removal of latent heat from the nucleation site, as apparent from time-resolved SFG spectroscopy."
viburnum tinus fruits use lipids to produce metallic blue structural color ||||| viburnum tinus is an evergreen shrub that is native to the mediterranean region but cultivated widely in europe and around the world it produces ripe metallic blue fruits throughout winter despite its limited fleshy pulp its high lipid content makes it a valuable resource to the small birds that act as its seed dispersers here we find that the metallic blue appearance of the fruits is produced by globular lipid inclusions arranged in a disordered multilayer structure this structure is embedded in the cell walls of the epicarp and underlaid with a dark layer of anthocyanin pigments the presence of such large organized lipid aggregates in plant cell walls represents a new mechanism for structural coloration and may serve as an honest signal of nutritional content,"
 Viburnum tinus Fruits Use Lipids to Produce Metallic Blue Structural Color. Viburnum tinus is an evergreen shrub that is native to the Mediterranean region but cultivated widely in Europe and around the world. It produces ripe metallic blue fruits throughout winter [1]. Despite its limited fleshy pulp [2], its high lipid content [3] makes it a valuable resource to the small birds [4] that act as its seed-dispersers [5]. Here, we find that the metallic blue appearance of the fruits is produced by globular lipid inclusions arranged in a disordered multilayer structure. This structure is embedded in the cell walls of the epicarp and underlaid with a dark layer of anthocyanin pigments. The presence of such large, organized lipid aggregates in plant cell walls represents a new mechanism for structural coloration and may serve as an honest signal of nutritional content."
comparative analysis of tear composition in humans domestic mammals reptiles and birds ||||| tears are an important component of the ocular surface protection mechanism and are in close contact with the corneal epithelium and the environment their composition is well known in humans however there are few investigations on the composition and function of tears in reptiles birds and others mammals which would elucidate the mechanisms governing the maintenance of ocular homeostasis in this work electrophoretic profiles and an evaluation of total protein albumin urea glucose and cholesterol concentrations in tears of semi aquatic terrestrial and marine reptiles caiman latirostris chelonia mydas caretta caretta eretmochelys imbricata lepidochelys olivacea and chelonoidis carbonaria birds tyto furcata rupornis magnirostris and ara ararauna and mammals equus caballus and canis lupus familiaris were apresented human tear components and respective blood serum samples were used as references the electrophoretic analysis revealed similarities whithin same classes the results of the tear blood serum relationship and the comparison to human tear components showed particularities that are potentially derived from a homeostatic response to the environment when the tear compositions of animals belonging to different ecological clusters were compared marked differences were observed in total protein and urea concentrations thus reptile bird and mammalian tears are complex fluids with differing concentrations of biochemical components that are potentially a result of the animals adaptation to different environments,"Comparative Analysis of Tear Composition in Humans, Domestic Mammals, Reptiles, and Birds. Tears are an important component of the ocular surface protection mechanism and are in close contact with the corneal epithelium and the environment. Their composition is well-known in humans; however, there are few investigations on the composition and function of tears in reptiles, birds and others mammals, which would elucidate the mechanisms governing the maintenance of ocular homeostasis. In this work, electrophoretic profiles and an evaluation of total protein, albumin, urea, glucose, and cholesterol concentrations in tears of semi-aquatic, terrestrial, and marine reptiles (Caiman latirostris, Chelonia mydas, Caretta caretta, Eretmochelys imbricata, Lepidochelys olivacea, and Chelonoidis carbonaria), birds (Tyto furcata, Rupornis magnirostris and Ara ararauna), and mammals (Equus caballus and Canis lupus familiaris) were apresented. Human tear components and respective blood serum samples were used as references. The electrophoretic analysis revealed similarities whithin same Classes. The results of the tear–blood serum relationship and the comparison to human tear components showed particularities that are potentially derived from a homeostatic response to the environment. When the tear compositions of animals belonging to different ecological clusters were compared, marked differences were observed in total protein and urea concentrations. Thus, reptile, bird, and mammalian tears are complex fluids with differing concentrations of biochemical components that are potentially a result of the animals' adaptation to different environments."
human sperm uses asymmetric and anisotropic flagellar controls to regulate swimming symmetry and cell steering ||||| flagellar beating drives sperm through the female reproductive tract and is vital for reproduction flagellar waves are generated by thousands of asymmetric molecular components yet paradoxically forward swimming arises via symmetric side to side flagellar movement this led to the preponderance of symmetric flagellar control hypotheses however molecular asymmetries must still dictate the flagellum and be manifested in the beat here we reconcile molecular and microscopic observations reconnecting structure to function by showing that human sperm uses asymmetric and anisotropic controls to swim high speed three dimensional d microscopy revealed two coactive transversal controls an asymmetric traveling wave creates a one sided stroke and a pulsating standing wave rotates the sperm to move equally on all sides symmetry is thus achieved through asymmetry creating the optical illusion of bilateral symmetry in d microscopy this shows that the sperm flagellum is asymmetrically controlled and anisotropically regularized by fast signal transduction this enables the sperm to swim forward,"Human sperm uses asymmetric and anisotropic flagellar controls to regulate swimming symmetry and cell steering.. Flagellar beating drives sperm through the female reproductive tract and is vital for reproduction. Flagellar waves are generated by thousands of asymmetric molecular components; yet, paradoxically, forward swimming arises via symmetric side-to-side flagellar movement. This led to the preponderance of symmetric flagellar control hypotheses. However, molecular asymmetries must still dictate the flagellum and be manifested in the beat. Here, we reconcile molecular and microscopic observations, reconnecting structure to function, by showing that human sperm uses asymmetric and anisotropic controls to swim. High-speed three-dimensional (3D) microscopy revealed two coactive transversal controls: An asymmetric traveling wave creates a one-sided stroke, and a pulsating standing wave rotates the sperm to move equally on all sides. Symmetry is thus achieved through asymmetry, creating the optical illusion of bilateral symmetry in 2D microscopy. This shows that the sperm flagellum is asymmetrically controlled and anisotropically regularized by fast-signal transduction. This enables the sperm to swim forward."
a symbiotic bacterium of shipworms produces a compound with broad spectrum anti apicomplexan activity ||||| apicomplexan parasites cause severe disease in both humans and their domesticated animals since these parasites readily develop drug resistance development of new effective drugs to treat infection caused by these parasites is an ongoing challenge for the medical and veterinary communities we hypothesized that invertebrate bacterial symbioses might be a rich source of anti apicomplexan compounds because invertebrates are susceptible to infections with gregarines parasites that are ancestral to all apicomplexans we chose to explore the therapeutic potential of shipworm symbiotic bacteria as they are bona fide symbionts are easily grown in axenic culture and have genomes rich in secondary metabolite loci two strains of the shipworm symbiotic bacterium teredinibacter turnerae were screened for activity against toxoplasma gondii and one strain t exhibited activity against intracellular stages of the parasite bioassay guided fractionation identified tartrolon e trte as the source of the activity trte has an ec of nm against t gondii acts directly on the parasite itself and kills the parasites after two hours of treatment trte exhibits nanomolar to picomolar level activity against cryptosporidium plasmodium babesia theileria and sarcocystis parasites representing all branches of the apicomplexan phylogenetic tree the compound also proved effective against cryptosporidium parvum infection in neonatal mice indicating that trte may be a potential lead compound for preclinical development identification of a promising new compound after such limited screening strongly encourages further mining of invertebrate symbionts for new anti parasitic therapeutics,"A symbiotic bacterium of shipworms produces a compound with broad spectrum anti-apicomplexan activity. Apicomplexan parasites cause severe disease in both humans and their domesticated animals. Since these parasites readily develop drug resistance, development of new, effective drugs to treat infection caused by these parasites is an ongoing challenge for the medical and veterinary communities. We hypothesized that invertebrate-bacterial symbioses might be a rich source of anti-apicomplexan compounds because invertebrates are susceptible to infections with gregarines, parasites that are ancestral to all apicomplexans. We chose to explore the therapeutic potential of shipworm symbiotic bacteria as they are bona fide symbionts, are easily grown in axenic culture and have genomes rich in secondary metabolite loci [1,2]. Two strains of the shipworm symbiotic bacterium, Teredinibacter turnerae, were screened for activity against Toxoplasma gondii and one strain, T7901, exhibited activity against intracellular stages of the parasite. Bioassay-guided fractionation identified tartrolon E (trtE) as the source of the activity. TrtE has an EC50 of 3 nM against T. gondii, acts directly on the parasite itself and kills the parasites after two hours of treatment. TrtE exhibits nanomolar to picomolar level activity against Cryptosporidium, Plasmodium, Babesia, Theileria, and Sarcocystis; parasites representing all branches of the apicomplexan phylogenetic tree. The compound also proved effective against Cryptosporidium parvum infection in neonatal mice, indicating that trtE may be a potential lead compound for preclinical development. Identification of a promising new compound after such limited screening strongly encourages further mining of invertebrate symbionts for new anti-parasitic therapeutics."
ultra black camouflage in deep sea fishes ||||| at oceanic depths m there is little ambient sunlight but bioluminescent organisms provide another light source that can reveal animals to visual predators and prey transparency and mirrored surfaces common camouflage strategies under the diffuse solar illumination of shallower waters are conspicuous when illuminated by directed bioluminescent sources due to reflection from the body surface pigmentation allows animals to absorb light from bioluminescent sources rendering them visually undetectable against the dark background of the deep sea we present evidence suggesting pressure to reduce reflected bioluminescence led to the evolution of ultra black skin reflectance in species of deep sea fishes across seven distantly related orders histological data suggest this low reflectance is mediated by a continuous layer of densely packed melanosomes in the exterior most layer of the dermis and that this layer lacks the unpigmented gaps between pigment cells found in other darkly colored fishes using finite difference time domain modeling and comparisons with melanosomes found in other ectothermic vertebrates we find the melanosomes making up the layer in these ultra black species are optimized in size and shape to minimize reflectance low reflectance results from melanosomes scattering light within the layer increasing the optical path length and therefore light absorption by the melanin by reducing reflectance ultra black fish can reduce the sighting distance of visual predators more than fold compared to fish with reflectance this biological example of efficient light absorption via a simple architecture of strongly absorbing and highly scattering particles may inspire new ultra black materials,"Ultra-black Camouflage in Deep-Sea Fishes. At oceanic depths >200 m, there is little ambient sunlight, but bioluminescent organisms provide another light source that can reveal animals to visual predators and prey [1-4]. Transparency and mirrored surfaces-common camouflage strategies under the diffuse solar illumination of shallower waters-are conspicuous when illuminated by directed bioluminescent sources due to reflection from the body surface [5, 6]. Pigmentation allows animals to absorb light from bioluminescent sources, rendering them visually undetectable against the dark background of the deep sea [5]. We present evidence suggesting pressure to reduce reflected bioluminescence led to the evolution of ultra-black skin (reflectance <0.5%) in 16 species of deep-sea fishes across seven distantly related orders. Histological data suggest this low reflectance is mediated by a continuous layer of densely packed melanosomes in the exterior-most layer of the dermis [7, 8] and that this layer lacks the unpigmented gaps between pigment cells found in other darkly colored fishes [9-13]. Using finite-difference, time-domain modeling and comparisons with melanosomes found in other ectothermic vertebrates [11, 13-21], we find the melanosomes making up the layer in these ultra-black species are optimized in size and shape to minimize reflectance. Low reflectance results from melanosomes scattering light within the layer, increasing the optical path length and therefore light absorption by the melanin. By reducing reflectance, ultra-black fish can reduce the sighting distance of visual predators more than 6-fold compared to fish with 2% reflectance. This biological example of efficient light absorption via a simple architecture of strongly absorbing and highly scattering particles may inspire new ultra-black materials."
hepatitis c virus exploits cyclophilin a to evade pkr ||||| counteracting innate immunity is essential for successful viral replication host cyclophilins cyps have been implicated in viral evasion of host antiviral responses although the mechanisms are still unclear here we show that hepatitis c virus hcv co opts the host protein cypa to aid evasion of antiviral responses dependent on the effector protein kinase r pkr pharmacological inhibition of cypa rescues pkr from antagonism by hcv ns a leading to activation of an interferon regulatory factor irf driven cell intrinsic antiviral program that inhibits viral replication these findings further the understanding of the complexity of cyp virus interactions provide mechanistic insight into the remarkably broad antiviral spectrum of cyp inhibitors and uncover novel aspects of pkr activity and regulation collectively our study identifies a novel antiviral mechanism that harnesses cellular antiviral immunity to suppress viral replication,"Hepatitis C virus exploits cyclophilin A to evade PKR. Counteracting innate immunity is essential for successful viral replication. Host cyclophilins (Cyps) have been implicated in viral evasion of host antiviral responses, although the mechanisms are still unclear. Here, we show that hepatitis C virus (HCV) co-opts the host protein CypA to aid evasion of antiviral responses dependent on the effector protein kinase R (PKR). Pharmacological inhibition of CypA rescues PKR from antagonism by HCV NS5A, leading to activation of an interferon regulatory factor-1 (IRF1)-driven cell intrinsic antiviral program that inhibits viral replication. These findings further the understanding of the complexity of Cyp-virus interactions, provide mechanistic insight into the remarkably broad antiviral spectrum of Cyp inhibitors, and uncover novel aspects of PKR activity and regulation. Collectively, our study identifies a novel antiviral mechanism that harnesses cellular antiviral immunity to suppress viral replication."
cellulose synthase interactive and microtubule dependent cell wall architecture is required for acid growth in arabidopsis hypocotyls ||||| we observed a correlation between acid growth and crossed polylamellate cell walls which was dependent on csi and microtubules this is significant for re evaluating current models of cell morphogenesis,Cellulose synthase interactive1- and microtubule-dependent cell wall architecture is required for acid growth in Arabidopsis hypocotyls. We observed a correlation between acid growth and crossed-polylamellate cell walls which was dependent on CSI1 and microtubules. This is significant for re-evaluating current models of cell morphogenesis.
cercosporamide inhibits bone morphogenetic protein receptor type i kinase activity in zebrafish ||||| abstract zebrafish models are well established tools for investigating the underlying mechanisms of diseases here we identified cercosporamide a metabolite from the fungus ascochyta aquiliqiae as a potent bone morphogenetic protein receptor bmpr type i kinase inhibitor through a zebrafish embryo phenotypic screen the developmental defects in zebrafish including lack of the ventral fin induced by cercosporamide were strikingly similar to the phenotypes caused by renowned small molecule bmpr type i kinase inhibitors and inactivating mutations in zebrafish bmprs in mammalian cell based assays cercosporamide blocked bmp smad dependent transcriptional reporter activity and bmp induced smad phosphorylation biochemical assays with a panel of purified recombinant kinases demonstrated that cercosporamide directly inhibited kinase activity of type i bmprs also called activin receptor like kinases alks in mammalian cells cercosporamide selectively inhibited constitutively active bmpr type i induced smad phosphorylation importantly cercosporamide rescued the developmental defects caused by constitutively active alk in zebrafish embryos we believe that cercosporamide could be the first of a new class of molecules with potential to be developed further for clinical use against diseases that are causally linked to overactivation of bmpr signaling including fibrodysplasia ossificans progressiva and diffuse intrinsic pontine glioma this article has an associated first person interview with the first author of the paper summary cercosporamide a metabolite from the fungus ascochyta aquiliqiae was identified as a potent bone morphogenetic protein receptor bmpr type i kinase inhibitor through a zebrafish embryo phenotypic screen,"Cercosporamide inhibits bone morphogenetic protein receptor type I kinase activity in zebrafish. ABSTRACT Zebrafish models are well-established tools for investigating the underlying mechanisms of diseases. Here, we identified cercosporamide, a metabolite from the fungus Ascochyta aquiliqiae, as a potent bone morphogenetic protein receptor (BMPR) type I kinase inhibitor through a zebrafish embryo phenotypic screen. The developmental defects in zebrafish, including lack of the ventral fin, induced by cercosporamide were strikingly similar to the phenotypes caused by renowned small-molecule BMPR type I kinase inhibitors and inactivating mutations in zebrafish BMPRs. In mammalian cell-based assays, cercosporamide blocked BMP/SMAD-dependent transcriptional reporter activity and BMP-induced SMAD1/5-phosphorylation. Biochemical assays with a panel of purified recombinant kinases demonstrated that cercosporamide directly inhibited kinase activity of type I BMPRs [also called activin receptor-like kinases (ALKs)]. In mammalian cells, cercosporamide selectively inhibited constitutively active BMPR type I-induced SMAD1/5 phosphorylation. Importantly, cercosporamide rescued the developmental defects caused by constitutively active Alk2 in zebrafish embryos. We believe that cercosporamide could be the first of a new class of molecules with potential to be developed further for clinical use against diseases that are causally linked to overactivation of BMPR signaling, including fibrodysplasia ossificans progressiva and diffuse intrinsic pontine glioma. This article has an associated First Person interview with the first author of the paper. Summary: Cercosporamide, a metabolite from the fungus Ascochyta aquiliqiae, was identified as a potent bone morphogenetic protein receptor (BMPR) type I kinase inhibitor through a zebrafish embryo phenotypic screen."
